date,industry_code,pe_ttm,pb,dividend_yield
2020-04-15,801790,13.79,1.62,1.67
2020-04-15,801780,6.01,0.68,3.74
2020-04-15,801770,39.7,2.68,0.45
2020-04-15,801750,58.71,4.12,0.32
2020-04-15,801730,32.93,2.24,0.74
2020-04-15,801710,13.53,2.0,1.95
2020-04-15,801760,38.44,2.33,0.69
2020-04-16,801160,18.62,1.33,1.94
2020-04-16,801150,41.94,3.96,0.56
2020-04-16,801120,32.59,6.62,0.98
2020-04-16,801050,31.24,1.92,0.71
2020-04-16,801080,43.59,3.44,0.54
2020-04-16,801040,9.6,0.85,4.58
2020-04-16,801030,21.04,1.81,1.62
2020-04-16,801170,15.7,1.27,1.81
2020-04-16,801110,14.95,2.94,2.21
2020-04-16,801010,30.57,3.96,1.19
2020-04-16,801180,8.31,1.19,3.04
2020-04-16,801890,25.68,2.0,0.96
2020-04-16,801880,19.43,1.49,2.01
2020-04-16,801790,13.84,1.63,1.66
2020-04-16,801770,39.96,2.69,0.44
2020-04-16,801760,39.01,2.36,0.68
2020-04-16,801780,5.99,0.68,3.75
2020-04-16,801730,33.75,2.3,0.72
2020-04-16,801710,13.41,1.98,1.97
2020-04-16,801750,59.93,4.21,0.31
2020-04-17,801160,18.56,1.32,1.95
2020-04-17,801150,41.37,3.91,0.57
2020-04-17,801120,32.97,6.7,0.97
2020-04-17,801170,15.91,1.29,1.78
2020-04-17,801080,43.96,3.49,0.53
2020-04-17,801050,30.75,1.9,0.71
2020-04-17,801040,9.6,0.85,4.59
2020-04-17,801030,20.88,1.82,1.61
2020-04-17,801010,30.71,3.98,1.19
2020-04-17,801110,15.02,2.94,2.22
2020-04-17,801180,8.33,1.19,3.03
2020-04-17,801780,6.04,0.68,3.72
2020-04-17,801880,19.41,1.49,2.0
2020-04-17,801790,13.99,1.64,1.64
2020-04-17,801890,25.96,2.02,0.95
2020-04-17,801770,39.96,2.69,0.45
2020-04-17,801760,38.43,2.35,0.68
2020-04-17,801730,34.11,2.32,0.71
2020-04-17,801710,13.62,2.01,1.94
2020-04-17,801750,59.98,4.22,0.31
2020-04-20,801160,18.63,1.32,1.95
2020-04-20,801150,41.99,3.97,0.56
2020-04-20,801120,33.11,6.73,0.96
2020-04-20,801050,31.68,1.9,0.72
2020-04-20,801080,43.83,3.52,0.47
2020-04-20,801040,9.62,0.85,4.5
2020-04-20,801030,21.12,1.84,1.58
2020-04-20,801010,30.8,4.02,1.18
2020-04-20,801170,15.95,1.29,1.76
2020-04-20,801110,15.17,2.96,2.21
2020-04-20,801180,8.31,1.19,3.04
2020-04-20,801880,19.45,1.49,1.99
2020-04-20,801790,14.11,1.66,1.63
2020-04-20,801780,6.02,0.68,3.73
2020-04-20,801770,40.73,2.75,0.44
2020-04-20,801760,38.73,2.37,0.68
2020-04-20,801890,26.23,2.04,0.93
2020-04-20,801730,33.95,2.33,0.71
2020-04-20,801710,14.0,2.06,1.89
2020-04-20,801750,61.39,4.32,0.31
2020-04-21,801150,41.68,3.93,0.57
2020-04-21,801120,32.5,6.61,0.97
2020-04-21,801110,14.97,2.93,2.23
2020-04-21,801040,9.97,0.85,4.42
2020-04-21,801050,30.95,1.87,0.73
2020-04-21,801030,20.8,1.82,1.59
2020-04-21,801010,29.4,3.94,1.19
2020-04-21,801160,18.44,1.31,1.96
2020-04-21,801080,42.39,3.44,0.48
2020-04-21,801170,15.91,1.28,1.76
2020-04-21,801180,8.14,1.16,3.07
2020-04-21,801890,26.04,2.02,0.94
2020-04-21,801880,19.11,1.47,2.02
2020-04-21,801790,13.87,1.63,1.66
2020-04-21,801780,5.99,0.67,3.74
2020-04-21,801770,40.84,2.75,0.44
2020-04-21,801760,38.69,2.37,0.67
2020-04-21,801750,61.95,4.33,0.3
2020-04-21,801730,33.57,2.3,0.72
2020-04-21,801710,13.96,2.06,1.89
2020-04-22,801160,18.58,1.32,1.94
2020-04-22,801150,42.27,3.97,0.56
2020-04-22,801120,33.47,6.7,0.9
2020-04-22,801050,30.85,1.88,0.73
2020-04-22,801080,42.48,3.47,0.48
2020-04-22,801040,9.96,0.85,4.45
2020-04-22,801030,20.85,1.84,1.55
2020-04-22,801010,30.59,4.09,1.14
2020-04-22,801170,16.02,1.29,1.75
2020-04-22,801110,15.22,2.97,2.2
2020-04-22,801890,26.19,2.04,0.94
2020-04-22,801880,19.38,1.47,2.02
2020-04-22,801790,13.87,1.63,1.66
2020-04-22,801780,5.99,0.67,3.75
2020-04-22,801180,8.18,1.17,3.1
2020-04-22,801760,39.64,2.41,0.67
2020-04-22,801770,41.06,2.77,0.43
2020-04-22,801730,33.96,2.33,0.71
2020-04-22,801710,14.0,2.07,1.88
2020-04-22,801750,61.49,4.35,0.3
2020-04-23,801160,18.53,1.31,1.94
2020-04-23,801150,42.45,3.99,0.55
2020-04-23,801120,33.68,6.74,0.9
2020-04-23,801170,16.25,1.31,1.72
2020-04-23,801080,42.02,3.41,0.48
2020-04-23,801050,30.85,1.88,0.73
2020-04-23,801040,9.78,0.84,4.49
2020-04-23,801030,20.86,1.84,1.55
2020-04-23,801010,30.52,4.08,1.14
2020-04-23,801110,15.36,3.0,2.18
2020-04-23,801180,8.11,1.17,3.1
2020-04-23,801890,26.0,2.03,0.94
2020-04-23,801880,19.25,1.46,2.03
2020-04-23,801790,13.82,1.62,1.66
2020-04-23,801780,5.97,0.67,3.76
2020-04-23,801770,41.41,2.84,0.41
2020-04-23,801760,38.96,2.37,0.68
2020-04-23,801730,32.96,2.28,0.72
2020-04-23,801710,13.77,2.04,1.84
2020-04-23,801750,60.32,4.28,0.31
2020-04-24,801150,41.47,3.89,0.58
2020-04-24,801120,33.63,6.74,0.89
2020-04-24,801110,15.21,2.97,2.19
2020-04-24,801040,9.76,0.83,4.53
2020-04-24,801050,30.7,1.87,0.74
2020-04-24,801030,20.54,1.81,1.57
2020-04-24,801010,24.14,3.86,1.16
2020-04-24,801160,18.52,1.3,1.95
2020-04-24,801080,41.15,3.33,0.49
2020-04-24,801170,15.95,1.28,1.79
2020-04-24,801180,8.01,1.15,3.13
2020-04-24,801890,25.38,2.0,0.94
2020-04-24,801880,19.16,1.45,2.04
2020-04-24,801790,13.56,1.58,1.7
2020-04-24,801780,5.94,0.67,3.78
2020-04-24,801760,39.16,2.33,0.69
2020-04-24,801750,59.31,4.16,0.31
2020-04-24,801770,40.53,2.78,0.41
2020-04-24,801730,32.5,2.27,0.72
2020-04-24,801710,13.63,2.03,1.86
2020-04-27,801160,18.75,1.3,1.92
2020-04-27,801150,42.02,3.91,0.59
2020-04-27,801120,33.82,6.76,0.89
2020-04-27,801170,15.87,1.28,1.81
2020-04-27,801080,41.01,3.32,0.49
2020-04-27,801050,30.12,1.83,0.75
2020-04-27,801040,9.92,0.83,4.16
2020-04-27,801030,20.27,1.8,1.57
2020-04-27,801010,24.18,3.85,1.08
2020-04-27,801110,15.09,2.96,2.2
2020-04-27,801180,8.06,1.15,3.11
2020-04-27,801890,25.37,2.0,0.94
2020-04-27,801880,18.71,1.44,2.06
2020-04-27,801790,13.57,1.59,1.69
2020-04-27,801780,6.06,0.68,3.7
2020-04-27,801760,37.81,2.35,0.7
2020-04-27,801770,40.85,2.7,0.41
2020-04-27,801730,32.27,2.27,0.71
2020-04-27,801710,13.69,2.04,1.85
2020-04-27,801750,58.1,4.16,0.31
2020-04-28,801160,18.35,1.28,1.93
2020-04-28,801170,15.79,1.28,1.81
2020-04-28,801120,34.03,6.53,0.87
2020-04-28,801010,23.89,3.83,1.08
2020-04-28,801080,40.79,3.3,0.48
2020-04-28,801050,29.42,1.8,0.76
2020-04-28,801040,9.87,0.82,4.21
2020-04-28,801030,19.63,1.77,1.6
2020-04-28,801110,15.22,2.98,2.18
2020-04-28,801180,8.01,1.15,3.1
2020-04-28,801150,41.84,3.86,0.59
2020-04-28,801890,24.9,1.97,0.96
2020-04-28,801880,18.19,1.42,2.09
2020-04-28,801790,13.75,1.6,1.67
2020-04-28,801780,6.08,0.68,3.7
2020-04-28,801770,41.12,2.69,0.42
2020-04-28,801760,37.89,2.36,0.7
2020-04-28,801730,32.18,2.28,0.72
2020-04-28,801710,13.64,2.01,1.86
2020-04-28,801750,57.94,4.1,0.31
2020-04-29,801160,18.58,1.28,1.94
2020-04-29,801120,33.56,6.24,0.91
2020-04-29,801110,15.34,3.0,2.16
2020-04-29,801040,10.16,0.82,4.2
2020-04-29,801050,31.18,1.84,0.79
2020-04-29,801170,16.07,1.28,1.8
2020-04-29,801030,19.73,1.77,1.6
2020-04-29,801010,23.66,3.74,1.1
2020-04-29,801080,40.88,3.32,0.47
2020-04-29,801180,8.21,1.17,3.05
2020-04-29,801150,41.71,3.8,0.6
2020-04-29,801890,24.87,1.99,0.96
2020-04-29,801790,13.86,1.59,1.67
2020-04-29,801780,6.21,0.67,3.61
2020-04-29,801770,41.12,2.68,0.42
2020-04-29,801760,38.16,2.44,0.7
2020-04-29,801880,18.1,1.43,2.08
2020-04-29,801730,31.88,2.29,0.72
2020-04-29,801710,13.77,2.03,1.92
2020-04-29,801750,56.83,4.16,0.31
2020-04-30,801160,18.85,1.3,1.92
2020-04-30,801120,33.69,6.25,0.91
2020-04-30,801110,16.14,2.86,2.13
2020-04-30,801040,10.7,0.84,4.27
2020-04-30,801050,31.53,1.91,0.77
2020-04-30,801030,20.33,1.79,1.56
2020-04-30,801010,23.51,3.75,1.09
2020-04-30,801170,16.05,1.31,1.77
2020-04-30,801080,44.54,3.5,0.5
2020-04-30,801180,8.45,1.17,3.02
2020-04-30,801150,41.76,3.83,0.6
2020-04-30,801880,19.02,1.48,2.01
2020-04-30,801790,13.98,1.6,1.64
2020-04-30,801780,6.22,0.67,3.6
2020-04-30,801770,41.06,2.88,0.4
2020-04-30,801760,41.15,2.55,0.68
2020-04-30,801750,61.4,4.39,0.3
2020-04-30,801730,32.98,2.36,0.7
2020-04-30,801890,25.04,2.06,0.96
2020-04-30,801710,13.77,2.04,1.92
2020-05-06,801170,20.01,1.29,1.79
2020-05-06,801160,20.24,1.31,1.9
2020-05-06,801150,44.09,3.92,0.59
2020-05-06,801080,47.04,3.61,0.48
2020-05-06,801110,18.28,2.87,2.13
2020-05-06,801050,35.04,1.95,0.75
2020-05-06,801040,11.85,0.84,4.27
2020-05-06,801030,23.78,1.82,1.53
2020-05-06,801180,8.83,1.17,3.03
2020-05-06,801120,34.38,6.36,0.89
2020-05-06,801010,19.56,3.76,1.09
2020-05-06,801890,28.16,2.09,0.94
2020-05-06,801880,23.74,1.52,1.95
2020-05-06,801790,15.46,1.6,1.65
2020-05-06,801770,45.9,2.96,0.39
2020-05-06,801780,6.04,0.66,3.64
2020-05-06,801750,74.51,4.5,0.29
2020-05-06,801730,32.47,2.41,0.69
2020-05-06,801710,14.62,2.05,1.91
2020-05-06,801760,45.41,2.59,0.66
2020-05-07,801160,20.11,1.3,1.91
2020-05-07,801150,44.22,3.93,0.59
2020-05-07,801120,34.8,6.44,0.89
2020-05-07,801170,19.83,1.28,1.8
2020-05-07,801080,46.61,3.58,0.49
2020-05-07,801050,34.87,1.94,0.75
2020-05-07,801040,11.87,0.84,4.26
2020-05-07,801030,23.78,1.82,1.53
2020-05-07,801010,19.78,3.8,1.08
2020-05-07,801110,18.17,2.85,2.14
2020-05-07,801180,8.77,1.16,3.06
2020-05-07,801780,6.01,0.66,3.66
2020-05-07,801880,23.67,1.51,1.96
2020-05-07,801790,15.35,1.58,1.66
2020-05-07,801890,28.18,2.1,0.93
2020-05-07,801770,45.63,2.94,0.39
2020-05-07,801760,45.26,2.58,0.66
2020-05-07,801730,32.25,2.39,0.69
2020-05-07,801710,14.81,2.07,1.89
2020-05-07,801750,73.96,4.46,0.28
2020-05-08,801150,44.46,3.95,0.58
2020-05-08,801120,35.04,6.48,0.88
2020-05-08,801110,18.89,2.97,2.06
2020-05-08,801040,11.95,0.84,3.75
2020-05-08,801050,35.32,1.97,0.74
2020-05-08,801030,24.06,1.84,1.51
2020-05-08,801010,19.81,3.81,1.08
2020-05-08,801160,20.2,1.3,1.9
2020-05-08,801080,47.14,3.62,0.48
2020-05-08,801170,19.95,1.29,1.79
2020-05-08,801180,8.86,1.17,2.99
2020-05-08,801890,28.49,2.12,0.92
2020-05-08,801880,23.97,1.53,1.92
2020-05-08,801790,15.49,1.6,2.27
2020-05-08,801780,6.07,0.66,3.62
2020-05-08,801760,45.86,2.61,0.65
2020-05-08,801750,75.32,4.55,0.28
2020-05-08,801770,46.39,2.99,0.38
2020-05-08,801730,32.41,2.4,0.68
2020-05-08,801710,14.87,2.08,1.88
2020-05-11,801160,20.16,1.3,1.9
2020-05-11,801150,44.07,3.91,0.58
2020-05-11,801120,34.97,6.47,0.88
2020-05-11,801170,20.01,1.3,1.78
2020-05-11,801080,47.18,3.62,0.48
2020-05-11,801050,34.96,1.95,0.74
2020-05-11,801040,11.89,0.84,3.72
2020-05-11,801030,24.03,1.84,1.5
2020-05-11,801010,19.39,3.73,1.1
2020-05-11,801110,19.13,3.0,2.01
2020-05-11,801180,8.86,1.17,2.98
2020-05-11,801890,28.62,2.13,0.91
2020-05-11,801880,24.11,1.54,1.91
2020-05-11,801790,15.51,1.6,2.27
2020-05-11,801780,6.07,0.66,3.62
2020-05-11,801760,45.72,2.61,0.69
2020-05-11,801770,46.67,3.02,0.38
2020-05-11,801730,32.12,2.38,0.69
2020-05-11,801710,15.14,2.12,1.85
2020-05-11,801750,74.78,4.51,0.28
2020-05-12,801160,20.13,1.3,1.91
2020-05-12,801150,44.58,3.96,0.57
2020-05-12,801120,35.25,6.52,0.87
2020-05-12,801170,19.89,1.29,1.8
2020-05-12,801080,47.61,3.66,0.48
2020-05-12,801050,34.68,1.93,0.75
2020-05-12,801040,11.86,0.84,3.73
2020-05-12,801030,23.99,1.84,1.5
2020-05-12,801110,19.4,3.05,1.98
2020-05-12,801180,8.77,1.16,3.01
2020-05-12,801010,19.39,3.73,1.11
2020-05-12,801890,28.68,2.13,0.91
2020-05-12,801880,23.98,1.53,1.92
2020-05-12,801790,15.47,1.6,2.29
2020-05-12,801770,46.27,3.0,0.38
2020-05-12,801760,45.79,2.61,0.69
2020-05-12,801780,6.02,0.66,3.65
2020-05-12,801730,32.34,2.4,0.69
2020-05-12,801710,15.05,2.11,1.86
2020-05-12,801750,73.37,4.52,0.27
2020-05-13,801160,20.15,1.3,1.9
2020-05-13,801150,45.19,4.01,0.56
2020-05-13,801120,35.83,6.63,0.85
2020-05-13,801010,19.47,3.74,1.09
2020-05-13,801080,47.72,3.67,0.48
2020-05-13,801050,34.91,1.94,0.75
2020-05-13,801040,11.93,0.84,4.06
2020-05-13,801030,24.13,1.85,1.48
2020-05-13,801170,19.93,1.29,1.79
2020-05-13,801110,19.3,3.03,1.99
2020-05-13,801180,8.79,1.16,3.01
2020-05-13,801780,6.02,0.66,3.65
2020-05-13,801890,28.69,2.13,0.92
2020-05-13,801880,23.87,1.52,1.93
2020-05-13,801790,15.44,1.59,2.29
2020-05-13,801770,46.11,3.0,0.38
2020-05-13,801760,46.14,2.63,0.67
2020-05-13,801730,32.43,2.41,0.69
2020-05-13,801710,15.03,2.1,1.85
2020-05-13,801750,73.55,4.53,0.27
2020-05-14,801150,44.8,3.98,0.57
2020-05-14,801120,35.59,6.58,0.87
2020-05-14,801110,19.29,3.03,1.99
2020-05-14,801040,11.76,0.83,4.12
2020-05-14,801050,34.8,1.94,0.75
2020-05-14,801030,23.85,1.82,1.5
2020-05-14,801010,18.96,3.65,1.12
2020-05-14,801160,20.01,1.29,1.92
2020-05-14,801080,47.58,3.65,0.48
2020-05-14,801170,19.68,1.27,1.82
2020-05-14,801180,8.67,1.15,2.99
2020-05-14,801890,28.38,2.11,0.93
2020-05-14,801880,23.44,1.5,1.96
2020-05-14,801790,15.22,1.57,2.32
2020-05-14,801780,5.95,0.65,3.69
2020-05-14,801760,45.9,2.62,0.67
2020-05-14,801750,73.1,4.5,0.26
2020-05-14,801770,45.6,2.96,0.39
2020-05-14,801730,31.9,2.37,0.69
2020-05-14,801710,14.63,2.05,1.9
2020-05-15,801160,20.02,1.29,1.93
2020-05-15,801150,44.52,3.95,0.59
2020-05-15,801120,35.24,6.52,0.87
2020-05-15,801170,19.7,1.27,1.81
2020-05-15,801080,48.19,3.7,0.48
2020-05-15,801050,35.14,1.96,0.75
2020-05-15,801040,11.66,0.83,4.14
2020-05-15,801030,23.83,1.82,1.71
2020-05-15,801010,19.02,3.66,1.15
2020-05-15,801110,19.12,3.0,1.98
2020-05-15,801180,8.7,1.15,2.98
2020-05-15,801890,28.23,2.1,0.93
2020-05-15,801880,23.3,1.49,1.88
2020-05-15,801790,15.22,1.57,2.33
2020-05-15,801780,5.95,0.65,3.7
2020-05-15,801760,45.95,2.62,0.67
2020-05-15,801770,45.91,2.98,0.38
2020-05-15,801730,32.16,2.39,0.68
2020-05-15,801710,14.55,2.04,1.91
2020-05-15,801750,73.52,4.52,0.25
2020-05-18,801160,19.96,1.29,1.92
2020-05-18,801150,45.02,4.0,0.57
2020-05-18,801120,36.17,6.69,0.85
2020-05-18,801170,19.85,1.28,1.8
2020-05-18,801080,46.08,3.54,0.49
2020-05-18,801050,36.16,2.02,0.7
2020-05-18,801040,11.69,0.83,4.33
2020-05-18,801030,23.81,1.82,1.71
2020-05-18,801010,19.52,3.76,1.12
2020-05-18,801110,19.16,3.01,1.98
2020-05-18,801180,8.76,1.16,2.98
2020-05-18,801880,23.1,1.47,1.82
2020-05-18,801790,15.14,1.56,2.32
2020-05-18,801780,5.96,0.65,3.7
2020-05-18,801770,44.72,2.9,0.38
2020-05-18,801760,45.32,2.59,0.69
2020-05-18,801890,28.31,2.11,0.92
2020-05-18,801730,31.94,2.38,0.69
2020-05-18,801710,14.63,2.05,2.04
2020-05-18,801750,72.29,4.45,0.25
2020-05-19,801160,19.99,1.29,1.93
2020-05-19,801150,45.42,4.03,0.57
2020-05-19,801120,36.32,6.72,0.85
2020-05-19,801050,35.93,2.01,0.7
2020-05-19,801080,47.59,3.66,0.49
2020-05-19,801040,11.75,0.83,4.3
2020-05-19,801030,24.22,1.85,1.69
2020-05-19,801010,19.39,3.72,1.13
2020-05-19,801170,20.08,1.3,1.79
2020-05-19,801110,19.38,3.04,1.96
2020-05-19,801180,8.75,1.16,2.98
2020-05-19,801890,28.67,2.13,0.91
2020-05-19,801880,23.35,1.49,1.8
2020-05-19,801790,15.26,1.57,2.31
2020-05-19,801780,6.0,0.66,3.67
2020-05-19,801770,45.1,2.93,0.38
2020-05-19,801760,46.06,2.62,0.68
2020-05-19,801730,32.4,2.41,0.69
2020-05-19,801710,14.7,2.06,2.03
2020-05-19,801750,73.0,4.49,0.28
2020-05-20,801160,19.87,1.28,1.93
2020-05-20,801150,44.93,3.98,0.6
2020-05-20,801120,36.17,6.68,0.85
2020-05-20,801050,35.93,2.01,0.71
2020-05-20,801080,47.03,3.62,0.5
2020-05-20,801040,11.63,0.82,4.35
2020-05-20,801030,24.1,1.84,1.7
2020-05-20,801010,19.07,3.66,1.18
2020-05-20,801170,19.88,1.29,1.8
2020-05-20,801110,19.31,3.03,1.98
2020-05-20,801180,8.67,1.14,3.04
2020-05-20,801880,23.31,1.49,1.99
2020-05-20,801790,15.23,1.57,2.32
2020-05-20,801780,6.03,0.66,3.65
2020-05-20,801770,44.74,2.9,0.39
2020-05-20,801760,45.37,2.6,0.7
2020-05-20,801890,28.39,2.11,0.92
2020-05-20,801730,32.49,2.42,0.69
2020-05-20,801710,14.57,2.04,2.01
2020-05-20,801750,72.52,4.47,0.28
2020-05-21,801160,19.67,1.27,2.04
2020-05-21,801150,45.27,4.01,0.59
2020-05-21,801120,36.34,6.72,0.85
2020-05-21,801050,35.4,1.98,0.74
2020-05-21,801080,46.01,3.54,0.5
2020-05-21,801040,11.65,0.83,4.32
2020-05-21,801030,23.15,1.83,1.76
2020-05-21,801010,18.71,3.59,1.22
2020-05-21,801170,19.75,1.28,1.82
2020-05-21,801110,19.19,3.01,2.0
2020-05-21,801180,8.64,1.14,2.98
2020-05-21,801880,23.1,1.47,2.02
2020-05-21,801790,15.09,1.56,2.35
2020-05-21,801780,6.01,0.66,3.67
2020-05-21,801770,43.94,2.85,0.39
2020-05-21,801760,44.98,2.57,0.73
2020-05-21,801890,28.02,2.08,0.91
2020-05-21,801730,32.09,2.39,0.69
2020-05-21,801710,14.51,2.03,2.03
2020-05-21,801750,71.0,4.37,0.28
2020-05-22,801160,19.43,1.26,2.09
2020-05-22,801150,44.1,3.9,0.61
2020-05-22,801120,35.27,6.52,0.88
2020-05-22,801050,35.11,1.96,0.79
2020-05-22,801080,45.19,3.48,0.52
2020-05-22,801040,11.49,0.81,3.73
2020-05-22,801030,22.67,1.79,1.82
2020-05-22,801170,19.76,1.27,1.84
2020-05-22,801110,18.7,2.94,2.05
2020-05-22,801010,18.53,3.56,1.19
2020-05-22,801180,8.47,1.12,3.04
2020-05-22,801880,22.77,1.45,2.08
2020-05-22,801790,14.69,1.52,2.42
2020-05-22,801780,5.9,0.65,3.74
2020-05-22,801770,43.25,2.81,0.41
2020-05-22,801760,44.07,2.53,0.73
2020-05-22,801890,27.55,2.05,0.95
2020-05-22,801750,69.33,4.27,0.29
2020-05-22,801710,14.13,1.98,2.08
2020-05-22,801730,31.31,2.33,0.7
2020-05-25,801010,18.76,3.6,1.17
2020-05-25,801030,22.63,1.79,1.73
2020-05-25,801040,11.45,0.81,3.67
2020-05-25,801050,34.9,1.95,0.75
2020-05-25,801080,44.45,3.42,0.42
2020-05-25,801110,18.57,2.92,2.04
2020-05-25,801120,36.2,6.69,0.85
2020-05-25,801150,43.89,3.89,0.62
2020-05-25,801160,19.47,1.26,2.05
2020-05-25,801170,19.88,1.28,1.76
2020-05-25,801180,8.55,1.13,3.01
2020-05-25,801890,27.6,2.05,0.94
2020-05-25,801790,14.62,1.51,1.86
2020-05-25,801780,5.9,0.64,3.74
2020-05-25,801770,42.15,2.73,0.4
2020-05-25,801760,43.84,2.51,0.74
2020-05-25,801880,22.75,1.45,2.07
2020-05-25,801730,31.14,2.32,0.68
2020-05-25,801710,14.18,1.98,1.97
2020-05-25,801750,68.53,4.23,0.29
2020-05-26,801160,19.78,1.28,2.03
2020-05-26,801150,45.71,4.05,0.61
2020-05-26,801120,36.39,6.72,0.85
2020-05-26,801110,19.08,3.0,1.99
2020-05-26,801040,11.58,0.82,3.63
2020-05-26,801050,35.56,1.98,0.75
2020-05-26,801030,23.03,1.82,1.8
2020-05-26,801010,18.81,3.61,1.22
2020-05-26,801170,20.16,1.3,1.74
2020-05-26,801080,45.9,3.54,0.41
2020-05-26,801180,8.65,1.14,2.97
2020-05-26,801880,23.1,1.47,2.04
2020-05-26,801790,14.77,1.52,1.85
2020-05-26,801780,5.91,0.65,3.74
2020-05-26,801770,43.02,2.79,0.4
2020-05-26,801760,44.95,2.58,0.72
2020-05-26,801750,70.32,4.34,0.28
2020-05-26,801890,28.06,2.09,0.93
2020-05-26,801730,31.79,2.37,0.71
2020-05-26,801710,14.38,2.01,1.94
2020-05-27,801170,20.14,1.29,1.75
2020-05-27,801160,19.78,1.28,2.02
2020-05-27,801150,44.93,3.98,0.63
2020-05-27,801080,45.14,3.48,0.41
2020-05-27,801110,19.12,3.0,1.94
2020-05-27,801050,35.45,1.98,0.75
2020-05-27,801040,11.66,0.83,3.69
2020-05-27,801030,22.97,1.82,1.57
2020-05-27,801180,8.67,1.15,2.84
2020-05-27,801120,36.09,6.67,0.85
2020-05-27,801010,18.64,3.57,1.28
2020-05-27,801890,27.91,2.07,0.92
2020-05-27,801880,23.06,1.47,2.05
2020-05-27,801790,14.68,1.52,1.86
2020-05-27,801770,42.34,2.75,0.4
2020-05-27,801780,5.94,0.65,3.72
2020-05-27,801750,68.95,4.25,0.3
2020-05-27,801730,31.6,2.36,0.72
2020-05-27,801710,14.24,1.99,1.96
2020-05-27,801760,44.57,2.56,0.73
2020-05-28,801120,36.11,6.67,0.85
2020-05-28,801160,19.87,1.28,2.04
2020-05-28,801150,44.38,3.93,0.66
2020-05-28,801110,19.12,3.0,1.94
2020-05-28,801180,8.69,1.15,2.41
2020-05-28,801050,36.01,2.01,0.74
2020-05-28,801040,11.54,0.82,3.93
2020-05-28,801030,22.84,1.81,1.63
2020-05-28,801010,18.37,3.52,1.28
2020-05-28,801080,44.99,3.47,0.4
2020-05-28,801890,27.73,2.06,0.9
2020-05-28,801880,23.05,1.47,2.06
2020-05-28,801790,14.9,1.54,1.83
2020-05-28,801780,6.02,0.66,3.77
2020-05-28,801770,42.05,2.73,0.4
2020-05-28,801760,44.98,2.57,0.72
2020-05-28,801170,20.18,1.3,1.74
2020-05-28,801710,14.32,2.0,2.03
2020-05-28,801750,69.07,4.26,0.3
2020-05-28,801730,31.32,2.33,0.74
2020-05-29,801890,27.92,2.08,0.9
2020-05-29,801010,18.65,3.58,1.29
2020-05-29,801030,22.99,1.82,1.64
2020-05-29,801040,11.6,0.82,3.91
2020-05-29,801050,36.18,2.02,0.74
2020-05-29,801080,45.0,3.47,0.55
2020-05-29,801110,19.37,3.04,1.95
2020-05-29,801120,36.64,6.77,0.86
2020-05-29,801160,19.81,1.28,2.05
2020-05-29,801170,20.45,1.31,1.67
2020-05-29,801180,8.58,1.14,3.08
2020-05-29,801790,14.77,1.52,1.85
2020-05-29,801780,5.98,0.65,3.8
2020-05-29,801770,42.03,2.73,0.41
2020-05-29,801760,46.01,2.62,0.71
2020-05-29,801750,69.57,4.29,0.31
2020-05-29,801880,23.06,1.47,1.91
2020-05-29,801730,31.54,2.35,0.73
2020-05-29,801150,45.2,4.0,0.65
2020-05-29,801710,14.32,2.0,2.03
2020-06-01,801170,20.9,1.34,1.54
2020-06-01,801030,23.59,1.87,1.56
2020-06-01,801040,11.73,0.83,2.41
2020-06-01,801050,37.06,2.07,0.7
2020-06-01,801110,19.77,3.1,1.22
2020-06-01,801120,37.92,7.0,0.82
2020-06-01,801150,46.04,4.08,0.64
2020-06-01,801010,18.88,3.62,0.96
2020-06-01,801160,20.17,1.3,2.0
2020-06-01,801080,47.41,3.65,0.48
2020-06-01,801180,8.81,1.16,2.98
2020-06-01,801890,28.62,2.13,0.86
2020-06-01,801880,23.78,1.51,1.78
2020-06-01,801790,15.23,1.57,1.8
2020-06-01,801780,6.06,0.66,3.73
2020-06-01,801770,43.93,2.85,0.46
2020-06-01,801750,72.39,4.46,0.31
2020-06-01,801710,14.68,2.05,1.86
2020-06-01,801760,47.86,2.73,0.66
2020-06-01,801730,32.6,2.43,0.69
2020-06-02,801010,19.05,3.65,0.95
2020-06-02,801030,23.78,1.88,1.56
2020-06-02,801040,11.7,0.83,2.41
2020-06-02,801050,37.02,2.07,0.7
2020-06-02,801080,48.33,3.72,0.5
2020-06-02,801180,8.97,1.19,2.92
2020-06-02,801120,37.53,6.93,0.83
2020-06-02,801150,45.56,4.04,0.65
2020-06-02,801160,20.29,1.31,2.0
2020-06-02,801170,21.06,1.35,1.56
2020-06-02,801110,19.61,3.08,2.18
2020-06-02,801890,28.76,2.14,0.86
2020-06-02,801880,23.79,1.52,1.78
2020-06-02,801780,6.1,0.67,3.71
2020-06-02,801770,44.21,2.87,0.45
2020-06-02,801790,15.4,1.59,1.8
2020-06-02,801750,72.14,4.45,0.31
2020-06-02,801730,32.48,2.42,0.7
2020-06-02,801710,14.56,2.04,1.88
2020-06-02,801760,47.67,2.72,0.67
2020-06-03,801150,45.85,4.07,0.64
2020-06-03,801110,19.47,3.06,2.23
2020-06-03,801120,37.31,6.89,0.84
2020-06-03,801760,47.78,2.72,0.67
2020-06-03,801050,36.73,2.05,0.71
2020-06-03,801040,11.66,0.83,3.07
2020-06-03,801030,23.96,1.89,1.55
2020-06-03,801010,18.89,3.62,0.96
