event_date,industry_code,event_type,real_dir,final_dir,prob_up,confidence,abstain,weight_a,threshold,dir_correct,committed_dir_correct
2023-10-17,801080,geopolitical,-,-,0.4038505138893269,0.19229897222134618,True,0.8,0.2,True,False
2023-10-17,801880,geopolitical,-,+,0.5006483873855184,0.001296774771036846,True,0.8,0.2,False,False
2023-10-17,801110,geopolitical,+,-,0.4598394900672732,0.08032101986545359,True,0.8,0.2,False,False
2023-10-17,801890,geopolitical,-,-,0.3969126158630904,0.2061747682738192,False,0.8,0.2,True,True
2023-10-17,801750,geopolitical,-,-,0.36093732414055546,0.2781253517188891,False,0.8,0.2,True,True
2023-10-17,801770,geopolitical,-,-,0.4344243633322919,0.1311512733354162,True,0.8,0.2,True,False
2023-10-17,801030,geopolitical,+,-,0.4124321918670735,0.17513561626585294,True,0.8,0.2,False,False
2023-10-20,801030,geopolitical,+,-,0.40911941649202793,0.18176116701594414,True,0.8,0.2,False,False
2023-10-20,801050,geopolitical,+,-,0.4007286732175683,0.19854265356486345,True,0.8,0.2,False,False
2023-10-20,801890,geopolitical,+,-,0.42073304377924714,0.15853391244150572,True,0.8,0.2,False,False
2023-10-20,801880,geopolitical,+,-,0.48007596647726863,0.03984806704546273,True,0.8,0.2,False,False
2023-10-20,801080,geopolitical,-,-,0.4373767984748177,0.1252464030503646,True,0.8,0.2,True,False
2023-10-20,801110,geopolitical,-,-,0.4308776871029206,0.13824462579415875,True,0.8,0.2,True,False
2023-10-31,801180,industry_policy,+,-,0.381966840343387,0.23606631931322597,False,0.8,0.2,False,False
2023-10-31,801780,industry_policy,-,-,0.39426935047297135,0.2114612990540573,False,0.8,0.2,True,True
2023-10-31,801790,industry_policy,+,-,0.3239918891856647,0.35201622162867063,False,0.8,0.2,False,False
2024-01-24,801180,monetary_policy,+,-,0.445511924705457,0.10897615058908605,True,0.8,0.2,False,False
2024-01-24,801710,monetary_policy,+,-,0.4582046282216927,0.08359074355661456,True,0.8,0.2,False,False
2024-01-24,801780,monetary_policy,+,+,0.6117880221656578,0.2235760443313155,False,0.8,0.2,True,True
2024-01-24,801790,monetary_policy,+,+,0.5777986579341906,0.15559731586838121,True,0.8,0.2,True,False
2024-02-05,801790,market_event,-,+,0.6091722889005506,0.21834457780110128,True,0.8,0.2,False,False
2024-02-05,801780,market_event,-,+,0.6545543342851756,0.30910866857035124,True,0.8,0.2,False,False
2024-02-05,801750,market_event,+,+,0.5649985105827073,0.12999702116541467,True,0.8,0.2,True,False
2024-02-05,801080,market_event,+,+,0.5072888806144846,0.014577761228969255,True,0.8,0.2,True,False
2024-02-07,801790,capital_market_policy,-,+,0.6401963379413291,0.28039267588265826,False,0.8,0.2,False,False
2024-02-07,801780,capital_market_policy,-,+,0.6198826428420372,0.2397652856840744,False,0.8,0.2,False,False
2024-02-20,801710,monetary_policy,+,-,0.4604754505619825,0.07904909887603495,True,0.8,0.2,False,False
2024-02-20,801780,monetary_policy,-,+,0.622507461068293,0.24501492213658604,False,0.8,0.2,False,False
2024-02-20,801180,monetary_policy,+,-,0.45740628771382014,0.08518742457235973,True,0.8,0.2,False,False
2024-03-13,801040,industry_policy,+,-,0.41616177963955425,0.1676764407208915,True,0.8,0.2,False,False
2024-03-13,801030,industry_policy,+,-,0.4506431351809138,0.09871372963817238,True,0.8,0.2,False,False
2024-03-13,801880,industry_policy,+,-,0.481727874036482,0.03654425192703603,True,0.8,0.2,False,False
2024-03-13,801890,industry_policy,+,-,0.47567492598105576,0.048650148037888474,True,0.8,0.2,False,False
2024-04-12,801790,capital_market_policy,-,-,0.4029625880556338,0.19407482388873243,True,0.8,0.2,True,False
2024-04-12,801780,capital_market_policy,+,-,0.45549137086902436,0.08901725826195128,True,0.8,0.2,False,False
2024-05-14,801080,geopolitical,+,-,0.4826376130873377,0.03472477382532457,True,0.8,0.2,False,False
2024-05-14,801880,geopolitical,-,+,0.5956308417674118,0.19126168353482353,True,0.8,0.2,False,False
2024-05-14,801730,geopolitical,-,+,0.5673869921518393,0.1347739843036786,True,0.8,0.2,False,False
2024-05-17,801780,industry_policy,+,-,0.4945975459628973,0.010804908074205422,True,0.8,0.2,False,False
2024-05-17,801180,industry_policy,+,-,0.4668097625383207,0.06638047492335863,True,0.8,0.2,False,False
2024-05-17,801710,industry_policy,-,-,0.4691535676603476,0.06169286467930479,True,0.8,0.2,True,False
2024-05-24,801790,capital_market_policy,-,+,0.5101039755942698,0.020207951188539575,True,0.8,0.2,False,False
2024-05-24,801780,capital_market_policy,+,+,0.5027716759614757,0.005543351922951301,True,0.8,0.2,True,False
2024-05-24,801750,capital_market_policy,-,+,0.5197653091113643,0.03953061822272863,True,0.8,0.2,False,False
2024-06-19,801790,capital_market_policy,-,-,0.46851847934302004,0.06296304131395991,True,0.8,0.2,True,False
2024-06-19,801780,capital_market_policy,+,-,0.43245859579980683,0.13508280840038633,True,0.8,0.2,False,False
2024-07-10,801750,capital_market_policy,-,+,0.5642040640419068,0.12840812808381363,True,0.8,0.2,False,False
2024-07-10,801790,capital_market_policy,+,+,0.5074753245999877,0.014950649199975352,True,0.8,0.2,True,False
2024-07-10,801780,capital_market_policy,-,+,0.5753587841566855,0.15071756831337102,True,0.8,0.2,False,False
