event_date,event_type,industry_code,real_dir,final_dir,prob_up,confidence,abstain,dir_correct,committed_dir_correct,real_CAR
2024-12-09,industry_policy,801180,-,-,0.41511180870499753,0.16977638259000494,True,True,False,-0.014077
2024-12-09,industry_policy,801790,-,-,0.3149474531274719,0.3701050937450562,True,True,False,-0.021323
2024-12-09,industry_policy,801780,+,-,0.4753437129550584,0.04931257408988321,True,False,False,0.019374
2024-12-12,industry_policy,801780,+,+,0.5110724906225033,0.022144981245006523,True,True,False,0.012697
2024-12-12,industry_policy,801790,-,-,0.3749822649525108,0.2500354700949784,True,True,False,-0.02582
2024-12-12,industry_policy,801180,-,-,0.4718233941396859,0.05635321172062824,True,True,False,-0.058034
2024-12-12,industry_policy,801710,-,-,0.47514378293782755,0.049712434124344895,True,True,False,-0.03697
2024-12-12,industry_policy,801880,-,-,0.49648704952443257,0.007025900951134867,True,True,False,-0.012048
2025-01-13,geopolitical,801750,+,+,0.5064855056929151,0.012971011385830122,True,True,False,0.040126
2025-01-13,geopolitical,801770,+,+,0.5660410852777034,0.13208217055540672,True,True,False,0.047158
2025-01-13,geopolitical,801080,+,+,0.5439760866116822,0.08795217322336435,True,True,False,0.024881
2025-01-15,geopolitical,801080,+,+,0.5385391180507473,0.07707823610149456,True,True,False,0.032355
2025-01-15,geopolitical,801770,+,-,0.4870355423647028,0.025928915270594377,True,False,False,0.069367
2025-01-15,geopolitical,801750,+,-,0.43628256291570794,0.12743487416858412,True,False,False,0.003631
2025-01-27,industry_policy,801760,+,-,0.46248386336243597,0.07503227327512807,True,False,False,0.102936
2025-01-27,industry_policy,801080,+,-,0.49216421961663326,0.015671560766733483,True,False,False,0.021832
2025-01-27,industry_policy,801750,+,-,0.49685770570534293,0.006284588589314133,True,False,False,0.13677
2025-01-27,industry_policy,801770,-,+,0.5086877123295677,0.01737542465913533,True,False,False,-0.00249
2025-03-05,industry_policy,801180,-,-,0.49268387913562317,0.014632241728753659,True,True,False,-0.027285
2025-03-05,industry_policy,801790,+,-,0.4119030110285595,0.17619397794288105,True,False,False,0.001636
2025-03-05,industry_policy,801780,-,-,0.4310145785166809,0.1379708429666382,True,True,False,-0.002111
2025-04-02,geopolitical,801080,-,-,0.458778354141475,0.08244329171705,True,True,False,-0.057707
2025-04-02,geopolitical,801110,-,+,0.5848382275790391,0.16967645515807828,True,False,False,-0.034593
2025-04-02,geopolitical,801880,-,+,0.5349754865543158,0.06995097310863163,True,False,False,-0.053564
2025-04-02,geopolitical,801030,-,+,0.5365614829450435,0.07312296589008693,True,False,False,-0.026722
2025-04-02,geopolitical,801050,-,+,0.605562051230385,0.21112410246076996,True,False,False,-0.033528
2025-04-02,geopolitical,801890,-,-,0.49341579042006223,0.013168419159875544,True,True,False,-0.054115
2025-04-04,geopolitical,801080,-,+,0.5471842660351328,0.09436853207026563,True,False,False,-0.005477
2025-04-04,geopolitical,801050,+,+,0.5780076374395612,0.15601527487912237,True,True,False,0.00632
2025-04-04,geopolitical,801030,-,+,0.6217477048773234,0.2434954097546469,True,False,False,-0.013558
2025-04-04,geopolitical,801010,+,+,0.6568608246164174,0.31372164923283474,False,True,True,0.067487
2025-04-07,market_event,801080,-,-,0.46550259025387386,0.06899481949225228,False,True,True,-0.005477
2025-04-07,market_event,801790,-,+,0.5791185577574536,0.15823711551490716,False,False,False,-0.021835
2025-04-07,market_event,801750,-,-,0.499588985175309,0.00082202964938205,True,True,False,-0.022496
2025-04-07,market_event,801730,-,+,0.5202536806036893,0.04050736120737852,True,False,False,-0.047053
2025-04-07,market_event,801880,-,+,0.5195863647127476,0.0391727294254951,True,False,False,-0.011746
2025-05-07,monetary_policy,801180,-,-,0.39796771403045184,0.20406457193909633,False,True,True,-0.033296
2025-05-07,monetary_policy,801710,-,-,0.4261770729031738,0.1476458541936524,True,True,False,-0.022555
2025-05-07,monetary_policy,801780,+,-,0.4351540143639034,0.12969197127219323,True,False,False,0.030974
2025-05-07,monetary_policy,801790,+,+,0.5497072625568158,0.09941452511363158,False,True,True,0.024718
2025-05-20,monetary_policy,801790,-,+,0.6111827410830583,0.2223654821661165,False,False,False,-0.007534
2025-05-20,monetary_policy,801180,-,-,0.45341372021677406,0.09317255956645187,False,True,True,-0.01381
2025-05-20,monetary_policy,801780,+,-,0.49700132006464975,0.005997359870700492,True,False,False,0.016808
2025-05-20,monetary_policy,801710,-,-,0.4971048192493089,0.005790361501382235,True,True,False,-0.01064
